Condition,Distance,Shirt,Helmet,Pants,Gloves,ReflectClips,Backpack
commute,83,PlainJersey,commuter,plain,bike,yes,no
commute,196,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,106,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,60,PlainJersey,commuter,plain,bike,yes,no
commute,91,PlainJersey,commuter,plain,bike,yes,no
commute,146,PlainJersey,commuter,plain,bike,yes,no
commute,178,PlainJersey,commuter,plain,bike,yes,no
commute,98,PlainJersey,commuter,plain,bike,yes,no
commute,64,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,130,PlainJersey,commuter,plain,bike,yes,no
commute,158,PlainJersey,commuter,plain,bike,yes,no
commute,105,PlainJersey,commuter,plain,bike,yes,no
commute,98,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,46,PlainJersey,commuter,plain,bike,yes,no
commute,162,PlainJersey,commuter,plain,bike,yes,no
commute,169,PlainJersey,commuter,plain,bike,yes,no
commute,146,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,134,PlainJersey,commuter,plain,bike,yes,no
commute,94,PlainJersey,commuter,plain,bike,yes,no
commute,126,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,148,PlainJersey,commuter,plain,bike,yes,no
commute,84,PlainJersey,commuter,plain,bike,yes,no
commute,143,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,55,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,16,PlainJersey,commuter,plain,bike,yes,no
commute,143,PlainJersey,commuter,plain,bike,yes,no
commute,203,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,146,PlainJersey,commuter,plain,bike,yes,no
commute,112,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,98,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,162,PlainJersey,commuter,plain,bike,yes,no
commute,109,PlainJersey,commuter,plain,bike,yes,no
commute,196,PlainJersey,commuter,plain,bike,yes,no
commute,140,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,153,PlainJersey,commuter,plain,bike,yes,no
commute,59,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,76,PlainJersey,commuter,plain,bike,yes,no
commute,76,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,76,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,103,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,72,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,123,PlainJersey,commuter,plain,bike,yes,no
commute,166,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,132,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,135,PlainJersey,commuter,plain,bike,yes,no
commute,168,PlainJersey,commuter,plain,bike,yes,no
commute,46,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,143,PlainJersey,commuter,plain,bike,yes,no
commute,87,PlainJersey,commuter,plain,bike,yes,no
commute,61,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,158,PlainJersey,commuter,plain,bike,yes,no
commute,112,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,152,PlainJersey,commuter,plain,bike,yes,no
commute,158,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,87,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,146,PlainJersey,commuter,plain,bike,yes,no
commute,161,PlainJersey,commuter,plain,bike,yes,no
commute,145,PlainJersey,commuter,plain,bike,yes,no
commute,152,PlainJersey,commuter,plain,bike,yes,no
commute,37,PlainJersey,commuter,plain,bike,yes,no
commute,95,PlainJersey,commuter,plain,bike,yes,no
commute,87,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,92,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,88,PlainJersey,commuter,plain,bike,yes,no
commute,133,PlainJersey,commuter,plain,bike,yes,no
commute,123,PlainJersey,commuter,plain,bike,yes,no
commute,110,PlainJersey,commuter,plain,bike,yes,no
commute,79,PlainJersey,commuter,plain,bike,yes,no
commute,92,PlainJersey,commuter,plain,bike,yes,no
commute,142,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,89,PlainJersey,commuter,plain,bike,yes,no
commute,93,PlainJersey,commuter,plain,bike,yes,no
commute,62,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,155,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,50,PlainJersey,commuter,plain,bike,yes,no
commute,142,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,43,PlainJersey,commuter,plain,bike,yes,no
commute,154,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,111,PlainJersey,commuter,plain,bike,yes,no
commute,94,PlainJersey,commuter,plain,bike,yes,no
commute,8,PlainJersey,commuter,plain,bike,yes,no
commute,51,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,88,PlainJersey,commuter,plain,bike,yes,no
commute,86,PlainJersey,commuter,plain,bike,yes,no
commute,76,PlainJersey,commuter,plain,bike,yes,no
commute,133,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,148,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,89,PlainJersey,commuter,plain,bike,yes,no
commute,102,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,84,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,179,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,83,PlainJersey,commuter,plain,bike,yes,no
commute,103,PlainJersey,commuter,plain,bike,yes,no
commute,79,PlainJersey,commuter,plain,bike,yes,no
commute,97,PlainJersey,commuter,plain,bike,yes,no
commute,114,PlainJersey,commuter,plain,bike,yes,no
commute,44,PlainJersey,commuter,plain,bike,yes,no
commute,153,PlainJersey,commuter,plain,bike,yes,no
commute,49,PlainJersey,commuter,plain,bike,yes,no
commute,93,PlainJersey,commuter,plain,bike,yes,no
commute,98,PlainJersey,commuter,plain,bike,yes,no
commute,76,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,111,PlainJersey,commuter,plain,bike,yes,no
commute,146,PlainJersey,commuter,plain,bike,yes,no
commute,196,PlainJersey,commuter,plain,bike,yes,no
commute,171,PlainJersey,commuter,plain,bike,yes,no
commute,179,PlainJersey,commuter,plain,bike,yes,no
commute,154,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,139,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,53,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,140,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,88,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,128,PlainJersey,commuter,plain,bike,yes,no
commute,91,PlainJersey,commuter,plain,bike,yes,no
commute,123,PlainJersey,commuter,plain,bike,yes,no
commute,146,PlainJersey,commuter,plain,bike,yes,no
commute,133,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,96,PlainJersey,commuter,plain,bike,yes,no
commute,109,PlainJersey,commuter,plain,bike,yes,no
commute,68,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,130,PlainJersey,commuter,plain,bike,yes,no
commute,91,PlainJersey,commuter,plain,bike,yes,no
commute,106,PlainJersey,commuter,plain,bike,yes,no
commute,98,PlainJersey,commuter,plain,bike,yes,no
commute,70,PlainJersey,commuter,plain,bike,yes,no
commute,181,PlainJersey,commuter,plain,bike,yes,no
commute,118,PlainJersey,commuter,plain,bike,yes,no
commute,130,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,93,PlainJersey,commuter,plain,bike,yes,no
commute,135,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,88,PlainJersey,commuter,plain,bike,yes,no
commute,135,PlainJersey,commuter,plain,bike,yes,no
commute,158,PlainJersey,commuter,plain,bike,yes,no
commute,165,PlainJersey,commuter,plain,bike,yes,no
commute,140,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,153,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,141,PlainJersey,commuter,plain,bike,yes,no
commute,127,PlainJersey,commuter,plain,bike,yes,no
commute,113,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,93,PlainJersey,commuter,plain,bike,yes,no
commute,70,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,208,PlainJersey,commuter,plain,bike,yes,no
commute,72,PlainJersey,commuter,plain,bike,yes,no
commute,109,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,111,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,142,PlainJersey,commuter,plain,bike,yes,no
commute,132,PlainJersey,commuter,plain,bike,yes,no
commute,114,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,150,PlainJersey,commuter,plain,bike,yes,no
commute,127,PlainJersey,commuter,plain,bike,yes,no
commute,87,PlainJersey,commuter,plain,bike,yes,no
commute,144,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,95,PlainJersey,commuter,plain,bike,yes,no
commute,80,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,105,PlainJersey,commuter,plain,bike,yes,no
commute,96,PlainJersey,commuter,plain,bike,yes,no
commute,109,PlainJersey,commuter,plain,bike,yes,no
commute,103,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,53,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,106,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,116,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,142,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,106,PlainJersey,commuter,plain,bike,yes,no
commute,116,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,150,PlainJersey,commuter,plain,bike,yes,no
commute,135,PlainJersey,commuter,plain,bike,yes,no
commute,132,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,89,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,111,PlainJersey,commuter,plain,bike,yes,no
commute,83,PlainJersey,commuter,plain,bike,yes,no
commute,91,PlainJersey,commuter,plain,bike,yes,no
commute,79,PlainJersey,commuter,plain,bike,yes,no
commute,94,PlainJersey,commuter,plain,bike,yes,no
commute,73,PlainJersey,commuter,plain,bike,yes,no
commute,89,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,46,PlainJersey,commuter,plain,bike,yes,no
commute,109,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,142,PlainJersey,commuter,plain,bike,yes,no
commute,149,PlainJersey,commuter,plain,bike,yes,no
commute,153,PlainJersey,commuter,plain,bike,yes,no
commute,116,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,155,PlainJersey,commuter,plain,bike,yes,no
commute,151,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,93,PlainJersey,commuter,plain,bike,yes,no
commute,126,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,116,PlainJersey,commuter,plain,bike,yes,no
commute,81,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,134,PlainJersey,commuter,plain,bike,yes,no
commute,145,PlainJersey,commuter,plain,bike,yes,no
commute,188,PlainJersey,commuter,plain,bike,yes,no
commute,160,PlainJersey,commuter,plain,bike,yes,no
commute,79,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,151,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,105,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,116,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,85,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,94,PlainJersey,commuter,plain,bike,yes,no
commute,102,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,116,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,110,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,118,PlainJersey,commuter,plain,bike,yes,no
commute,123,PlainJersey,commuter,plain,bike,yes,no
commute,96,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,105,PlainJersey,commuter,plain,bike,yes,no
commute,121,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,138,PlainJersey,commuter,plain,bike,yes,no
commute,156,PlainJersey,commuter,plain,bike,yes,no
commute,168,PlainJersey,commuter,plain,bike,yes,no
commute,140,PlainJersey,commuter,plain,bike,yes,no
commute,145,PlainJersey,commuter,plain,bike,yes,no
commute,134,PlainJersey,commuter,plain,bike,yes,no
commute,126,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,135,PlainJersey,commuter,plain,bike,yes,no
commute,162,PlainJersey,commuter,plain,bike,yes,no
commute,137,PlainJersey,commuter,plain,bike,yes,no
commute,94,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,139,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,174,PlainJersey,commuter,plain,bike,yes,no
commute,83,PlainJersey,commuter,plain,bike,yes,no
commute,128,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,103,PlainJersey,commuter,plain,bike,yes,no
commute,97,PlainJersey,commuter,plain,bike,yes,no
commute,118,PlainJersey,commuter,plain,bike,yes,no
commute,114,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,112,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,106,PlainJersey,commuter,plain,bike,yes,no
commute,110,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,102,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,126,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,83,PlainJersey,commuter,plain,bike,yes,no
commute,142,PlainJersey,commuter,plain,bike,yes,no
commute,138,PlainJersey,commuter,plain,bike,yes,no
commute,118,PlainJersey,commuter,plain,bike,yes,no
commute,61,PlainJersey,commuter,plain,bike,yes,no
commute,82,PlainJersey,commuter,plain,bike,yes,no
commute,92,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,134,PlainJersey,commuter,plain,bike,yes,no
commute,118,PlainJersey,commuter,plain,bike,yes,no
commute,133,PlainJersey,commuter,plain,bike,yes,no
commute,196,PlainJersey,commuter,plain,bike,yes,no
commute,45,PlainJersey,commuter,plain,bike,yes,no
commute,127,PlainJersey,commuter,plain,bike,yes,no
commute,128,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,139,PlainJersey,commuter,plain,bike,yes,no
commute,71,PlainJersey,commuter,plain,bike,yes,no
commute,96,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,97,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,102,PlainJersey,commuter,plain,bike,yes,no
commute,125,PlainJersey,commuter,plain,bike,yes,no
commute,128,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,76,PlainJersey,commuter,plain,bike,yes,no
commute,53,PlainJersey,commuter,plain,bike,yes,no
commute,84,PlainJersey,commuter,plain,bike,yes,no
commute,91,PlainJersey,commuter,plain,bike,yes,no
commute,111,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,60,PlainJersey,commuter,plain,bike,yes,no
commute,88,PlainJersey,commuter,plain,bike,yes,no
commute,130,PlainJersey,commuter,plain,bike,yes,no
commute,63,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,110,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,85,PlainJersey,commuter,plain,bike,yes,no
commute,63,PlainJersey,commuter,plain,bike,yes,no
commute,126,PlainJersey,commuter,plain,bike,yes,no
commute,152,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,95,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,116,PlainJersey,commuter,plain,bike,yes,no
commute,112,PlainJersey,commuter,plain,bike,yes,no
commute,90,PlainJersey,commuter,plain,bike,yes,no
commute,106,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,127,PlainJersey,commuter,plain,bike,yes,no
commute,133,PlainJersey,commuter,plain,bike,yes,no
commute,113,PlainJersey,commuter,plain,bike,yes,no
commute,112,PlainJersey,commuter,plain,bike,yes,no
commute,129,PlainJersey,commuter,plain,bike,yes,no
commute,150,PlainJersey,commuter,plain,bike,yes,no
commute,84,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,128,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,84,PlainJersey,commuter,plain,bike,yes,no
commute,112,PlainJersey,commuter,plain,bike,yes,no
commute,103,PlainJersey,commuter,plain,bike,yes,no
commute,113,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,99,PlainJersey,commuter,plain,bike,yes,no
commute,68,PlainJersey,commuter,plain,bike,yes,no
commute,115,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,88,PlainJersey,commuter,plain,bike,yes,no
commute,53,PlainJersey,commuter,plain,bike,yes,no
commute,127,PlainJersey,commuter,plain,bike,yes,no
commute,142,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,98,PlainJersey,commuter,plain,bike,yes,no
commute,102,PlainJersey,commuter,plain,bike,yes,no
commute,88,PlainJersey,commuter,plain,bike,yes,no
commute,97,PlainJersey,commuter,plain,bike,yes,no
commute,98,PlainJersey,commuter,plain,bike,yes,no
commute,122,PlainJersey,commuter,plain,bike,yes,no
commute,104,PlainJersey,commuter,plain,bike,yes,no
commute,120,PlainJersey,commuter,plain,bike,yes,no
commute,97,PlainJersey,commuter,plain,bike,yes,no
commute,161,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,164,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,100,PlainJersey,commuter,plain,bike,yes,no
commute,108,PlainJersey,commuter,plain,bike,yes,no
commute,97,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,82,PlainJersey,commuter,plain,bike,yes,no
commute,132,PlainJersey,commuter,plain,bike,yes,no
commute,106,PlainJersey,commuter,plain,bike,yes,no
commute,107,PlainJersey,commuter,plain,bike,yes,no
commute,161,PlainJersey,commuter,plain,bike,yes,no
commute,101,PlainJersey,commuter,plain,bike,yes,no
commute,57,PlainJersey,commuter,plain,bike,yes,no
commute,128,PlainJersey,commuter,plain,bike,yes,no
commute,92,PlainJersey,commuter,plain,bike,yes,no
commute,130,PlainJersey,commuter,plain,bike,yes,no
commute,124,PlainJersey,commuter,plain,bike,yes,no
commute,133,PlainJersey,commuter,plain,bike,yes,no
commute,87,PlainJersey,commuter,plain,bike,yes,no
commute,117,PlainJersey,commuter,plain,bike,yes,no
commute,132,PlainJersey,commuter,plain,bike,yes,no
commute,73,PlainJersey,commuter,plain,bike,yes,no
commute,80,PlainJersey,commuter,plain,bike,yes,no
commute,136,PlainJersey,commuter,plain,bike,yes,no
commute,131,PlainJersey,commuter,plain,bike,yes,no
commute,119,PlainJersey,commuter,plain,bike,yes,no
commute,126,PlainJersey,commuter,plain,bike,yes,no
hiviz,94,Jacket,commuter,plain,bike,yes,no
hiviz,145,Jacket,commuter,plain,bike,yes,no
hiviz,92,Jacket,commuter,plain,bike,yes,no
hiviz,86,Jacket,commuter,plain,bike,yes,no
hiviz,89,Jacket,commuter,plain,bike,yes,no
hiviz,106,Jacket,commuter,plain,bike,yes,no
hiviz,103,Jacket,commuter,plain,bike,yes,no
hiviz,119,Jacket,commuter,plain,bike,yes,no
hiviz,106,Jacket,commuter,plain,bike,yes,no
hiviz,162,Jacket,commuter,plain,bike,yes,no
hiviz,116,Jacket,commuter,plain,bike,yes,no
hiviz,103,Jacket,commuter,plain,bike,yes,no
hiviz,116,Jacket,commuter,plain,bike,yes,no
hiviz,141,Jacket,commuter,plain,bike,yes,no
hiviz,171,Jacket,commuter,plain,bike,yes,no
hiviz,169,Jacket,commuter,plain,bike,yes,no
hiviz,139,Jacket,commuter,plain,bike,yes,no
hiviz,111,Jacket,commuter,plain,bike,yes,no
hiviz,136,Jacket,commuter,plain,bike,yes,no
hiviz,121,Jacket,commuter,plain,bike,yes,no
hiviz,123,Jacket,commuter,plain,bike,yes,no
hiviz,145,Jacket,commuter,plain,bike,yes,no
hiviz,161,Jacket,commuter,plain,bike,yes,no
hiviz,121,Jacket,commuter,plain,bike,yes,no
hiviz,136,Jacket,commuter,plain,bike,yes,no
hiviz,88,Jacket,commuter,plain,bike,yes,no
hiviz,125,Jacket,commuter,plain,bike,yes,no
hiviz,129,Jacket,commuter,plain,bike,yes,no
hiviz,112,Jacket,commuter,plain,bike,yes,no
hiviz,96,Jacket,commuter,plain,bike,yes,no
hiviz,17,Jacket,commuter,plain,bike,yes,no
hiviz,152,Jacket,commuter,plain,bike,yes,no
