Condition,Distance,Shirt,Helmet,Pants,Gloves,ReflectClips,Backpack
novice,116,Vest_Novice,commuter,plain,bike,yes,no
novice,119,Vest_Novice,commuter,plain,bike,yes,no
novice,12,Vest_Novice,commuter,plain,bike,yes,no
novice,82,Vest_Novice,commuter,plain,bike,yes,no
novice,139,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,115,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,134,Vest_Novice,commuter,plain,bike,yes,no
novice,127,Vest_Novice,commuter,plain,bike,yes,no
novice,91,Vest_Novice,commuter,plain,bike,yes,no
novice,122,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,121,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,87,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,106,Vest_Novice,commuter,plain,bike,yes,no
novice,82,Vest_Novice,commuter,plain,bike,yes,no
novice,127,Vest_Novice,commuter,plain,bike,yes,no
novice,153,Vest_Novice,commuter,plain,bike,yes,no
novice,127,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,162,Vest_Novice,commuter,plain,bike,yes,no
novice,100,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,116,Vest_Novice,commuter,plain,bike,yes,no
novice,127,Vest_Novice,commuter,plain,bike,yes,no
novice,149,Vest_Novice,commuter,plain,bike,yes,no
novice,106,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,122,Vest_Novice,commuter,plain,bike,yes,no
novice,136,Vest_Novice,commuter,plain,bike,yes,no
novice,122,Vest_Novice,commuter,plain,bike,yes,no
novice,155,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,109,Vest_Novice,commuter,plain,bike,yes,no
novice,106,Vest_Novice,commuter,plain,bike,yes,no
novice,115,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,65,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,108,Vest_Novice,commuter,plain,bike,yes,no
novice,178,Vest_Novice,commuter,plain,bike,yes,no
novice,96,Vest_Novice,commuter,plain,bike,yes,no
novice,106,Vest_Novice,commuter,plain,bike,yes,no
novice,65,Vest_Novice,commuter,plain,bike,yes,no
novice,141,Vest_Novice,commuter,plain,bike,yes,no
novice,146,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,121,Vest_Novice,commuter,plain,bike,yes,no
novice,88,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,101,Vest_Novice,commuter,plain,bike,yes,no
novice,144,Vest_Novice,commuter,plain,bike,yes,no
novice,72,Vest_Novice,commuter,plain,bike,yes,no
novice,75,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,141,Vest_Novice,commuter,plain,bike,yes,no
novice,109,Vest_Novice,commuter,plain,bike,yes,no
novice,124,Vest_Novice,commuter,plain,bike,yes,no
novice,96,Vest_Novice,commuter,plain,bike,yes,no
novice,140,Vest_Novice,commuter,plain,bike,yes,no
novice,139,Vest_Novice,commuter,plain,bike,yes,no
novice,139,Vest_Novice,commuter,plain,bike,yes,no
novice,149,Vest_Novice,commuter,plain,bike,yes,no
novice,136,Vest_Novice,commuter,plain,bike,yes,no
novice,119,Vest_Novice,commuter,plain,bike,yes,no
novice,138,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,155,Vest_Novice,commuter,plain,bike,yes,no
novice,75,Vest_Novice,commuter,plain,bike,yes,no
novice,125,Vest_Novice,commuter,plain,bike,yes,no
novice,140,Vest_Novice,commuter,plain,bike,yes,no
novice,109,Vest_Novice,commuter,plain,bike,yes,no
novice,113,Vest_Novice,commuter,plain,bike,yes,no
novice,68,Vest_Novice,commuter,plain,bike,yes,no
novice,65,Vest_Novice,commuter,plain,bike,yes,no
novice,112,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,92,Vest_Novice,commuter,plain,bike,yes,no
novice,131,Vest_Novice,commuter,plain,bike,yes,no
novice,91,Vest_Novice,commuter,plain,bike,yes,no
novice,109,Vest_Novice,commuter,plain,bike,yes,no
novice,78,Vest_Novice,commuter,plain,bike,yes,no
novice,103,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,141,Vest_Novice,commuter,plain,bike,yes,no
novice,165,Vest_Novice,commuter,plain,bike,yes,no
novice,126,Vest_Novice,commuter,plain,bike,yes,no
novice,125,Vest_Novice,commuter,plain,bike,yes,no
novice,98,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,122,Vest_Novice,commuter,plain,bike,yes,no
novice,168,Vest_Novice,commuter,plain,bike,yes,no
novice,110,Vest_Novice,commuter,plain,bike,yes,no
novice,96,Vest_Novice,commuter,plain,bike,yes,no
novice,122,Vest_Novice,commuter,plain,bike,yes,no
novice,100,Vest_Novice,commuter,plain,bike,yes,no
novice,107,Vest_Novice,commuter,plain,bike,yes,no
novice,89,Vest_Novice,commuter,plain,bike,yes,no
novice,98,Vest_Novice,commuter,plain,bike,yes,no
novice,97,Vest_Novice,commuter,plain,bike,yes,no
novice,165,Vest_Novice,commuter,plain,bike,yes,no
novice,107,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,119,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,113,Vest_Novice,commuter,plain,bike,yes,no
novice,89,Vest_Novice,commuter,plain,bike,yes,no
novice,71,Vest_Novice,commuter,plain,bike,yes,no
novice,171,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,84,Vest_Novice,commuter,plain,bike,yes,no
novice,110,Vest_Novice,commuter,plain,bike,yes,no
novice,115,Vest_Novice,commuter,plain,bike,yes,no
novice,123,Vest_Novice,commuter,plain,bike,yes,no
novice,97,Vest_Novice,commuter,plain,bike,yes,no
novice,77,Vest_Novice,commuter,plain,bike,yes,no
novice,70,Vest_Novice,commuter,plain,bike,yes,no
novice,145,Vest_Novice,commuter,plain,bike,yes,no
novice,96,Vest_Novice,commuter,plain,bike,yes,no
novice,131,Vest_Novice,commuter,plain,bike,yes,no
novice,109,Vest_Novice,commuter,plain,bike,yes,no
novice,95,Vest_Novice,commuter,plain,bike,yes,no
novice,87,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,90,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,129,Vest_Novice,commuter,plain,bike,yes,no
novice,126,Vest_Novice,commuter,plain,bike,yes,no
novice,200,Vest_Novice,commuter,plain,bike,yes,no
novice,90,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,139,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,121,Vest_Novice,commuter,plain,bike,yes,no
novice,48,Vest_Novice,commuter,plain,bike,yes,no
novice,70,Vest_Novice,commuter,plain,bike,yes,no
novice,172,Vest_Novice,commuter,plain,bike,yes,no
novice,117,Vest_Novice,commuter,plain,bike,yes,no
novice,123,Vest_Novice,commuter,plain,bike,yes,no
novice,103,Vest_Novice,commuter,plain,bike,yes,no
novice,94,Vest_Novice,commuter,plain,bike,yes,no
novice,126,Vest_Novice,commuter,plain,bike,yes,no
novice,108,Vest_Novice,commuter,plain,bike,yes,no
novice,90,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,100,Vest_Novice,commuter,plain,bike,yes,no
novice,158,Vest_Novice,commuter,plain,bike,yes,no
novice,117,Vest_Novice,commuter,plain,bike,yes,no
novice,203,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,106,Vest_Novice,commuter,plain,bike,yes,no
novice,106,Vest_Novice,commuter,plain,bike,yes,no
novice,137,Vest_Novice,commuter,plain,bike,yes,no
novice,129,Vest_Novice,commuter,plain,bike,yes,no
novice,123,Vest_Novice,commuter,plain,bike,yes,no
novice,140,Vest_Novice,commuter,plain,bike,yes,no
novice,128,Vest_Novice,commuter,plain,bike,yes,no
novice,101,Vest_Novice,commuter,plain,bike,yes,no
novice,76,Vest_Novice,commuter,plain,bike,yes,no
novice,81,Vest_Novice,commuter,plain,bike,yes,no
novice,92,Vest_Novice,commuter,plain,bike,yes,no
novice,66,Vest_Novice,commuter,plain,bike,yes,no
novice,103,Vest_Novice,commuter,plain,bike,yes,no
novice,109,Vest_Novice,commuter,plain,bike,yes,no
novice,133,Vest_Novice,commuter,plain,bike,yes,no
novice,94,Vest_Novice,commuter,plain,bike,yes,no
novice,113,Vest_Novice,commuter,plain,bike,yes,no
novice,101,Vest_Novice,commuter,plain,bike,yes,no
novice,87,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,131,Vest_Novice,commuter,plain,bike,yes,no
novice,113,Vest_Novice,commuter,plain,bike,yes,no
novice,90,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,133,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,127,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,107,Vest_Novice,commuter,plain,bike,yes,no
novice,90,Vest_Novice,commuter,plain,bike,yes,no
novice,69,Vest_Novice,commuter,plain,bike,yes,no
novice,95,Vest_Novice,commuter,plain,bike,yes,no
novice,112,Vest_Novice,commuter,plain,bike,yes,no
novice,108,Vest_Novice,commuter,plain,bike,yes,no
novice,151,Vest_Novice,commuter,plain,bike,yes,no
novice,93,Vest_Novice,commuter,plain,bike,yes,no
novice,71,Vest_Novice,commuter,plain,bike,yes,no
novice,141,Vest_Novice,commuter,plain,bike,yes,no
novice,119,Vest_Novice,commuter,plain,bike,yes,no
novice,75,Vest_Novice,commuter,plain,bike,yes,no
novice,67,Vest_Novice,commuter,plain,bike,yes,no
novice,147,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,87,Vest_Novice,commuter,plain,bike,yes,no
novice,101,Vest_Novice,commuter,plain,bike,yes,no
novice,103,Vest_Novice,commuter,plain,bike,yes,no
novice,128,Vest_Novice,commuter,plain,bike,yes,no
novice,109,Vest_Novice,commuter,plain,bike,yes,no
novice,129,Vest_Novice,commuter,plain,bike,yes,no
novice,71,Vest_Novice,commuter,plain,bike,yes,no
novice,90,Vest_Novice,commuter,plain,bike,yes,no
novice,116,Vest_Novice,commuter,plain,bike,yes,no
novice,118,Vest_Novice,commuter,plain,bike,yes,no
novice,88,Vest_Novice,commuter,plain,bike,yes,no
novice,103,Vest_Novice,commuter,plain,bike,yes,no
novice,119,Vest_Novice,commuter,plain,bike,yes,no
novice,125,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,124,Vest_Novice,commuter,plain,bike,yes,no
novice,122,Vest_Novice,commuter,plain,bike,yes,no
novice,153,Vest_Novice,commuter,plain,bike,yes,no
novice,91,Vest_Novice,commuter,plain,bike,yes,no
novice,175,Vest_Novice,commuter,plain,bike,yes,no
novice,89,Vest_Novice,commuter,plain,bike,yes,no
novice,99,Vest_Novice,commuter,plain,bike,yes,no
novice,102,Vest_Novice,commuter,plain,bike,yes,no
novice,91,Vest_Novice,commuter,plain,bike,yes,no
novice,118,Vest_Novice,commuter,plain,bike,yes,no
novice,97,Vest_Novice,commuter,plain,bike,yes,no
novice,172,Vest_Novice,commuter,plain,bike,yes,no
novice,89,Vest_Novice,commuter,plain,bike,yes,no
novice,100,Vest_Novice,commuter,plain,bike,yes,no
novice,123,Vest_Novice,commuter,plain,bike,yes,no
novice,129,Vest_Novice,commuter,plain,bike,yes,no
novice,110,Vest_Novice,commuter,plain,bike,yes,no
novice,117,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,138,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,139,Vest_Novice,commuter,plain,bike,yes,no
novice,142,Vest_Novice,commuter,plain,bike,yes,no
novice,122,Vest_Novice,commuter,plain,bike,yes,no
novice,181,Vest_Novice,commuter,plain,bike,yes,no
novice,100,Vest_Novice,commuter,plain,bike,yes,no
novice,150,Vest_Novice,commuter,plain,bike,yes,no
novice,98,Vest_Novice,commuter,plain,bike,yes,no
novice,163,Vest_Novice,commuter,plain,bike,yes,no
novice,157,Vest_Novice,commuter,plain,bike,yes,no
novice,116,Vest_Novice,commuter,plain,bike,yes,no
novice,134,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,126,Vest_Novice,commuter,plain,bike,yes,no
novice,121,Vest_Novice,commuter,plain,bike,yes,no
novice,104,Vest_Novice,commuter,plain,bike,yes,no
novice,135,Vest_Novice,commuter,plain,bike,yes,no
novice,125,Vest_Novice,commuter,plain,bike,yes,no
novice,86,Vest_Novice,commuter,plain,bike,yes,no
novice,130,Vest_Novice,commuter,plain,bike,yes,no
novice,46,Vest_Novice,commuter,plain,bike,yes,no
novice,95,Vest_Novice,commuter,plain,bike,yes,no
novice,103,Vest_Novice,commuter,plain,bike,yes,no
novice,101,Vest_Novice,commuter,plain,bike,yes,no
novice,131,Vest_Novice,commuter,plain,bike,yes,no
novice,120,Vest_Novice,commuter,plain,bike,yes,no
novice,121,Vest_Novice,commuter,plain,bike,yes,no
novice,96,Vest_Novice,commuter,plain,bike,yes,no
novice,99,Vest_Novice,commuter,plain,bike,yes,no
novice,100,Vest_Novice,commuter,plain,bike,yes,no
novice,91,Vest_Novice,commuter,plain,bike,yes,no
novice,155,Vest_Novice,commuter,plain,bike,yes,no
novice,129,Vest_Novice,commuter,plain,bike,yes,no
novice,92,Vest_Novice,commuter,plain,bike,yes,no
novice,127,Vest_Novice,commuter,plain,bike,yes,no
novice,52,Vest_Novice,commuter,plain,bike,yes,no
novice,148,Vest_Novice,commuter,plain,bike,yes,no
novice,110,Vest_Novice,commuter,plain,bike,yes,no
novice,155,Vest_Novice,commuter,plain,bike,yes,no
novice,93,Vest_Novice,commuter,plain,bike,yes,no
novice,116,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,204,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,119,Vest_Novice,commuter,plain,bike,yes,no
novice,166,Vest_Novice,commuter,plain,bike,yes,no
novice,94,Vest_Novice,commuter,plain,bike,yes,no
novice,2,Vest_Novice,commuter,plain,bike,yes,no
novice,131,Vest_Novice,commuter,plain,bike,yes,no
novice,128,Vest_Novice,commuter,plain,bike,yes,no
novice,131,Vest_Novice,commuter,plain,bike,yes,no
novice,141,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,68,Vest_Novice,commuter,plain,bike,yes,no
novice,102,Vest_Novice,commuter,plain,bike,yes,no
novice,107,Vest_Novice,commuter,plain,bike,yes,no
novice,105,Vest_Novice,commuter,plain,bike,yes,no
novice,158,Vest_Novice,commuter,plain,bike,yes,no
novice,114,Vest_Novice,commuter,plain,bike,yes,no
novice,118,Vest_Novice,commuter,plain,bike,yes,no
novice,123,Vest_Novice,commuter,plain,bike,yes,no
novice,111,Vest_Novice,commuter,plain,bike,yes,no
novice,132,Vest_Novice,commuter,plain,bike,yes,no
novice,75,Vest_Novice,commuter,plain,bike,yes,no
novice,79,Vest_Novice,commuter,plain,bike,yes,no
police,113,Vest_Police,commuter,plain,bike,yes,no
police,174,Vest_Police,commuter,plain,bike,yes,no
police,154,Vest_Police,commuter,plain,bike,yes,no
police,69,Vest_Police,commuter,plain,bike,yes,no
police,70,Vest_Police,commuter,plain,bike,yes,no
police,53,Vest_Police,commuter,plain,bike,yes,no
police,61,Vest_Police,commuter,plain,bike,yes,no
police,96,Vest_Police,commuter,plain,bike,yes,no
police,117,Vest_Police,commuter,plain,bike,yes,no
police,132,Vest_Police,commuter,plain,bike,yes,no
police,132,Vest_Police,commuter,plain,bike,yes,no
police,91,Vest_Police,commuter,plain,bike,yes,no
police,128,Vest_Police,commuter,plain,bike,yes,no
police,127,Vest_Police,commuter,plain,bike,yes,no
police,97,Vest_Police,commuter,plain,bike,yes,no
police,129,Vest_Police,commuter,plain,bike,yes,no
police,135,Vest_Police,commuter,plain,bike,yes,no
police,148,Vest_Police,commuter,plain,bike,yes,no
police,81,Vest_Police,commuter,plain,bike,yes,no
police,137,Vest_Police,commuter,plain,bike,yes,no
police,213,Vest_Police,commuter,plain,bike,yes,no
police,136,Vest_Police,commuter,plain,bike,yes,no
police,200,Vest_Police,commuter,plain,bike,yes,no
police,104,Vest_Police,commuter,plain,bike,yes,no
police,122,Vest_Police,commuter,plain,bike,yes,no
police,162,Vest_Police,commuter,plain,bike,yes,no
police,123,Vest_Police,commuter,plain,bike,yes,no
police,111,Vest_Police,commuter,plain,bike,yes,no
police,110,Vest_Police,commuter,plain,bike,yes,no
police,105,Vest_Police,commuter,plain,bike,yes,no
police,136,Vest_Police,commuter,plain,bike,yes,no
police,135,Vest_Police,commuter,plain,bike,yes,no
police,142,Vest_Police,commuter,plain,bike,yes,no
police,87,Vest_Police,commuter,plain,bike,yes,no
police,141,Vest_Police,commuter,plain,bike,yes,no
police,132,Vest_Police,commuter,plain,bike,yes,no
police,89,Vest_Police,commuter,plain,bike,yes,no
police,137,Vest_Police,commuter,plain,bike,yes,no
police,103,Vest_Police,commuter,plain,bike,yes,no
police,157,Vest_Police,commuter,plain,bike,yes,no
police,129,Vest_Police,commuter,plain,bike,yes,no
police,131,Vest_Police,commuter,plain,bike,yes,no
police,97,Vest_Police,commuter,plain,bike,yes,no
police,90,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,116,Vest_Police,commuter,plain,bike,yes,no
police,210,Vest_Police,commuter,plain,bike,yes,no
police,118,Vest_Police,commuter,plain,bike,yes,no
police,92,Vest_Police,commuter,plain,bike,yes,no
police,110,Vest_Police,commuter,plain,bike,yes,no
police,81,Vest_Police,commuter,plain,bike,yes,no
police,142,Vest_Police,commuter,plain,bike,yes,no
police,106,Vest_Police,commuter,plain,bike,yes,no
police,103,Vest_Police,commuter,plain,bike,yes,no
police,136,Vest_Police,commuter,plain,bike,yes,no
police,137,Vest_Police,commuter,plain,bike,yes,no
police,127,Vest_Police,commuter,plain,bike,yes,no
police,84,Vest_Police,commuter,plain,bike,yes,no
police,141,Vest_Police,commuter,plain,bike,yes,no
police,139,Vest_Police,commuter,plain,bike,yes,no
police,123,Vest_Police,commuter,plain,bike,yes,no
police,86,Vest_Police,commuter,plain,bike,yes,no
police,125,Vest_Police,commuter,plain,bike,yes,no
police,188,Vest_Police,commuter,plain,bike,yes,no
police,192,Vest_Police,commuter,plain,bike,yes,no
police,142,Vest_Police,commuter,plain,bike,yes,no
police,140,Vest_Police,commuter,plain,bike,yes,no
police,129,Vest_Police,commuter,plain,bike,yes,no
police,158,Vest_Police,commuter,plain,bike,yes,no
police,154,Vest_Police,commuter,plain,bike,yes,no
police,125,Vest_Police,commuter,plain,bike,yes,no
police,129,Vest_Police,commuter,plain,bike,yes,no
police,197,Vest_Police,commuter,plain,bike,yes,no
police,118,Vest_Police,commuter,plain,bike,yes,no
police,94,Vest_Police,commuter,plain,bike,yes,no
police,87,Vest_Police,commuter,plain,bike,yes,no
police,127,Vest_Police,commuter,plain,bike,yes,no
police,75,Vest_Police,commuter,plain,bike,yes,no
police,213,Vest_Police,commuter,plain,bike,yes,no
police,87,Vest_Police,commuter,plain,bike,yes,no
police,122,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,126,Vest_Police,commuter,plain,bike,yes,no
police,128,Vest_Police,commuter,plain,bike,yes,no
police,109,Vest_Police,commuter,plain,bike,yes,no
police,136,Vest_Police,commuter,plain,bike,yes,no
police,116,Vest_Police,commuter,plain,bike,yes,no
police,135,Vest_Police,commuter,plain,bike,yes,no
police,120,Vest_Police,commuter,plain,bike,yes,no
police,122,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,139,Vest_Police,commuter,plain,bike,yes,no
police,122,Vest_Police,commuter,plain,bike,yes,no
police,80,Vest_Police,commuter,plain,bike,yes,no
police,90,Vest_Police,commuter,plain,bike,yes,no
police,145,Vest_Police,commuter,plain,bike,yes,no
police,178,Vest_Police,commuter,plain,bike,yes,no
police,149,Vest_Police,commuter,plain,bike,yes,no
police,78,Vest_Police,commuter,plain,bike,yes,no
police,117,Vest_Police,commuter,plain,bike,yes,no
police,118,Vest_Police,commuter,plain,bike,yes,no
police,105,Vest_Police,commuter,plain,bike,yes,no
police,100,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,121,Vest_Police,commuter,plain,bike,yes,no
police,101,Vest_Police,commuter,plain,bike,yes,no
police,107,Vest_Police,commuter,plain,bike,yes,no
police,117,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,54,Vest_Police,commuter,plain,bike,yes,no
police,88,Vest_Police,commuter,plain,bike,yes,no
police,146,Vest_Police,commuter,plain,bike,yes,no
police,75,Vest_Police,commuter,plain,bike,yes,no
police,96,Vest_Police,commuter,plain,bike,yes,no
police,140,Vest_Police,commuter,plain,bike,yes,no
police,145,Vest_Police,commuter,plain,bike,yes,no
police,142,Vest_Police,commuter,plain,bike,yes,no
police,104,Vest_Police,commuter,plain,bike,yes,no
police,144,Vest_Police,commuter,plain,bike,yes,no
police,157,Vest_Police,commuter,plain,bike,yes,no
police,118,Vest_Police,commuter,plain,bike,yes,no
police,125,Vest_Police,commuter,plain,bike,yes,no
police,187,Vest_Police,commuter,plain,bike,yes,no
police,187,Vest_Police,commuter,plain,bike,yes,no
police,131,Vest_Police,commuter,plain,bike,yes,no
police,86,Vest_Police,commuter,plain,bike,yes,no
police,44,Vest_Police,commuter,plain,bike,yes,no
police,122,Vest_Police,commuter,plain,bike,yes,no
police,87,Vest_Police,commuter,plain,bike,yes,no
police,206,Vest_Police,commuter,plain,bike,yes,no
police,94,Vest_Police,commuter,plain,bike,yes,no
police,150,Vest_Police,commuter,plain,bike,yes,no
police,76,Vest_Police,commuter,plain,bike,yes,no
police,59,Vest_Police,commuter,plain,bike,yes,no
police,131,Vest_Police,commuter,plain,bike,yes,no
police,135,Vest_Police,commuter,plain,bike,yes,no
police,88,Vest_Police,commuter,plain,bike,yes,no
police,120,Vest_Police,commuter,plain,bike,yes,no
police,80,Vest_Police,commuter,plain,bike,yes,no
police,149,Vest_Police,commuter,plain,bike,yes,no
police,106,Vest_Police,commuter,plain,bike,yes,no
police,107,Vest_Police,commuter,plain,bike,yes,no
police,118,Vest_Police,commuter,plain,bike,yes,no
police,107,Vest_Police,commuter,plain,bike,yes,no
police,92,Vest_Police,commuter,plain,bike,yes,no
police,165,Vest_Police,commuter,plain,bike,yes,no
police,107,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,120,Vest_Police,commuter,plain,bike,yes,no
police,120,Vest_Police,commuter,plain,bike,yes,no
police,137,Vest_Police,commuter,plain,bike,yes,no
police,140,Vest_Police,commuter,plain,bike,yes,no
police,62,Vest_Police,commuter,plain,bike,yes,no
police,131,Vest_Police,commuter,plain,bike,yes,no
police,155,Vest_Police,commuter,plain,bike,yes,no
police,114,Vest_Police,commuter,plain,bike,yes,no
police,119,Vest_Police,commuter,plain,bike,yes,no
police,123,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,172,Vest_Police,commuter,plain,bike,yes,no
police,185,Vest_Police,commuter,plain,bike,yes,no
police,128,Vest_Police,commuter,plain,bike,yes,no
police,118,Vest_Police,commuter,plain,bike,yes,no
police,34,Vest_Police,commuter,plain,bike,yes,no
police,119,Vest_Police,commuter,plain,bike,yes,no
police,115,Vest_Police,commuter,plain,bike,yes,no
police,178,Vest_Police,commuter,plain,bike,yes,no
police,95,Vest_Police,commuter,plain,bike,yes,no
police,92,Vest_Police,commuter,plain,bike,yes,no
police,112,Vest_Police,commuter,plain,bike,yes,no
police,145,Vest_Police,commuter,plain,bike,yes,no
police,104,Vest_Police,commuter,plain,bike,yes,no
police,111,Vest_Police,commuter,plain,bike,yes,no
police,112,Vest_Police,commuter,plain,bike,yes,no
police,114,Vest_Police,commuter,plain,bike,yes,no
police,80,Vest_Police,commuter,plain,bike,yes,no
police,112,Vest_Police,commuter,plain,bike,yes,no
police,148,Vest_Police,commuter,plain,bike,yes,no
police,107,Vest_Police,commuter,plain,bike,yes,no
police,127,Vest_Police,commuter,plain,bike,yes,no
police,149,Vest_Police,commuter,plain,bike,yes,no
police,131,Vest_Police,commuter,plain,bike,yes,no
police,131,Vest_Police,commuter,plain,bike,yes,no
police,141,Vest_Police,commuter,plain,bike,yes,no
police,107,Vest_Police,commuter,plain,bike,yes,no
police,124,Vest_Police,commuter,plain,bike,yes,no
police,104,Vest_Police,commuter,plain,bike,yes,no
police,124,Vest_Police,commuter,plain,bike,yes,no
police,157,Vest_Police,commuter,plain,bike,yes,no
police,133,Vest_Police,commuter,plain,bike,yes,no
police,132,Vest_Police,commuter,plain,bike,yes,no
police,110,Vest_Police,commuter,plain,bike,yes,no
police,97,Vest_Police,commuter,plain,bike,yes,no
police,146,Vest_Police,commuter,plain,bike,yes,no
police,109,Vest_Police,commuter,plain,bike,yes,no
police,103,Vest_Police,commuter,plain,bike,yes,no
police,72,Vest_Police,commuter,plain,bike,yes,no
police,139,Vest_Police,commuter,plain,bike,yes,no
police,163,Vest_Police,commuter,plain,bike,yes,no
police,163,Vest_Police,commuter,plain,bike,yes,no
police,132,Vest_Police,commuter,plain,bike,yes,no
police,122,Vest_Police,commuter,plain,bike,yes,no
police,83,Vest_Police,commuter,plain,bike,yes,no
police,127,Vest_Police,commuter,plain,bike,yes,no
police,150,Vest_Police,commuter,plain,bike,yes,no
police,170,Vest_Police,commuter,plain,bike,yes,no
